Id,Title,Text,Comment,Tags,PostTypeId,LastEditDate,Title,Tags,Reputation,CreationDate,Views,UpVotes,DownVotes,WebsiteUrl,Location,AboutMe,ApprovalDate,RejectionDate
1343576,,"The title of your question as well as the phrasing suggests you are trying to use UDP sockets like TCP.

###TCP and UDP are different protocols###

TCP is a connection-oriented protocol. Clients connect to servers, and a given server will have one socket per connection, plus one for listening. The network stack of the operating system routes incoming packets to the listening socket or the proper connected socket.

UDP is connectionless. **Your program will only have one UDP socket**. It will receive all UDP packets to the given port. You cannot spawn a process and get it to listen on the same port. **So you can not *have more udp listeners on same port*, which is what you asked for.**

###Considering the Erlang implementation###

The common design pattern for TCP is to have one process handling the listening socket, spawning new worker processes for each connected sockets.

Since you try to implement something similar with UDP, you need to perform what the network stack does for you with TCP. You could have one process receiving packets and forwarding them to the proper worker process, spawning if required, based on source port and IP address. This process should maintain a table of all active ""connections"", i.e. all alive ""streams"" of packets.

Please also note that there is no close mechanism with UDP, so you should rely on timeouts, and maybe an additional mechanism in your protocol.",Just making sure the answer I was looking for was more visible,,2,41778.66544,,,98,41501.68826,25,717,0,,"Uppsala, Sweden","<p>Working as a web-developer at an Uppsala based company.</p>

<p>Big fan of Scrubs.</p>

<p>I sometimes play the drums || guitar. </p>

<p>Want to learn all things Erlang, and most recently, Elixir.</p>
",,41778.66661
293184,,,can as well be pure ruby.,ruby,1,,How to add values in global Hash from method? RoR,<ruby-on-rails><ruby>,1596,39847.46134,300,15,5,,"London, United Kingdom","<p>Machine Learning, Data Science, R, Ruby and Python.</p>
",,41079.62811
909636,Spring Framework 3.2.4 not using set locale.,"I have changed the locale to ""cs"" in the Spring configuration, but Spring always uses messages_en.properties instead of messages.properties.   It seems that Spring is ignoring my choice of locale.

**defined locases:**

    messages.properties
    messages_en.properties

**Spring configuration:** 
*application-context.xml*
    <bean id=""localeResolver"" class=""org.springframework.web.servlet.i18n.SessionLocaleResolver"">
      <property name=""defaultLocale"" value=""cs""/>
    </bean>
    
    <bean id=""localeChangeInterceptor"" class=""org.springframework.web.servlet.i18n.LocaleChangeInterceptor"">
    	<property name=""paramName"" value=""lang"" />
    </bean>
    
    <bean name=""messageSource"" class=""org.springframework.context.support.ResourceBundleMessageSource"">
      <property name=""basenames"">
        <list>
          <value>messages</value>
        </list>
      </property>
      <property name=""defaultEncoding"" value=""UTF-8"" /> 
    </bean>

*servlet-context.xml*

    <mvc:interceptors>
     <mvc:interceptor>
      <mvc:mapping path=""/**"" />
      <exclude-mapping path=""/admin/**""/>
      <exclude-mapping path=""/image/**""/>
      <exclude-mapping path=""/ajax/**""/>
      <beans:bean class=""org.springframework.web.servlet.i18n.LocaleChangeInterceptor"" />
     </mvc:interceptor>
    </mvc:interceptors>

Thank you in advance for your help.","fixed grammar, made the question a bit more appealing.",,1,41539.74447,Spring does not using sources in default locale,<java><spring><spring-mvc>,614,41528.60912,140,48,6,,,"<p>Instead of voting questions down, just answer them.</p>

<p>If you think it is a stupid question because you know the answer, remember that the purpose of this forum is to elucidate other people.  Voting a question down just marks you as a troll.</p>
",,41539.68365
75833,,"I want to simulate the following form and get the xml response: 

    <form action=""https://s7u.com/ugc/image?op=upload&upload_token=<?php //echo CDN::getS7Token(); ?>&company_name=x"" method=""post"" enctype=""multipart/form-data"">
            <p>
                    <input type=""file"" name=""image"" /><br />
                    <input type=""submit"" value=""Send"" />
            </p>
    </form>

The picture is on the server and I have an easy access to its path ! I want to create a function that would look like that

    uploadtoscen7($path_to_image)
    {
      ...
      return $url;
    }

Thanks to anyone who could help me !",hidding something,,1,40737.55105,send $_FILE to distant url and get the XML response,<php><forms><file>,8988,39899.21899,1298,805,11,,"Paris, France","<hr>
",,40737.91791
3107244,,"I try to add transparent .png texture dynamically to a gameObject (aio) but it is not working, the texture remains plain.

    			Texture2D ttr = 
				 new Texture2D (512,512,
				  	TextureFormat.ARGB32,false);

				ttr =
					 (Texture2D)
					   Resources.Load
					    (""img/ttr/cub/blk"");

				 aio.GetComponent<Renderer>().
				  material.mainTexture=
				   ttr;",clarify question and removing unnecessary text,,1,42876.17015,unity3d c# dynamically add transparent texture,<c#><unity3d>,2594,42170.71646,194,1121,13,http://alexanderkpage.com,"Orlando, FL","<p>By day: Programmer Analyst</p>

<p>By night: Build mobile apps (iOS/Android) and design/create websites.</p>

<p>For fun: Flora and fauna.</p>
",,42876.17015
2409151,,"I am new to `.htaccess`, but have to go this way to protect an image upload folder on a server. I was using the shown script, following all the instructions, upload works so far, but I am not able to link to the images from the same site now, I get the error `""*the server responded with a status 500 (Internal Server Error)*""` if I try to access the successfully uploaded file directly (to show it on the site).

The code comes from [here][1]:

<!-- begin snippet: js hide: true -->

<!-- language: lang-html -->

    IndexIgnore *
    AddHandler cgi-script .php .php2 .php3 .php4 .php5 .php6 .php7 .php8 .pl .py .js .jsp .asp .htm .html .shtml .sh .cgi
    Options -ExecCGI -Indexes
     
    RewriteEngine On
    RewriteRule ^(php\.ini|\.htaccess) - [NC,F]
     
    RewriteCond %{REQUEST_URI} ((php|my|bypass)?shell|remview.*|phpremoteview.*|sshphp.*|pcom|nstview.*|c99|c100|r57|webadmin.*|phpget.*|phpwriter.*|fileditor.*|locus7.*|storm7.*)\.(p?s?x?htm?l?|txt|aspx?|cfml?|cgi|pl|php[3-9]{0,1}|jsp?|sql|xml) [NC,OR]
    RewriteCond %{REQUEST_URI} (\.exe|\.php\?act=|\.tar|_vti|afilter=|algeria\.php|chbd|chmod|cmd|command|db_query|download_file|echo|edit_file|eval|evil_root|exploit|find_text|fopen|fsbuff|fwrite|friends_links\.|ftp|gofile|grab|grep|htshell|\ -dump|logname|lynx|mail_file|md5|mkdir|mkfile|mkmode|MSOffice|muieblackcat|mysql|owssvr\.dll|passthru|popen|proc_open|processes|pwd|rmdir|root|safe0ver|search_text|selfremove|setup\.php|shell|ShellAdresi\.TXT|spicon|sql|ssh|system|telnet|trojan|typo3|uname|unzip|w00tw00t|whoami|xampp) [NC,OR]
    RewriteCond %{QUERY_STRING} (\.exe|\.tar|act=|afilter=|alter|benchmark|chbd|chmod|cmd|command|cast|char|concat|convert|create|db_query|declare|delete|download_file|drop|edit_file|encode|environ|eval|exec|exploit|find_text|fsbuff|ftp|friends_links\.|globals|gofile|grab|insert|localhost|logname|loopback|mail_file|md5|meta|mkdir|mkfile|mkmode|mosconfig|muieblackcat|mysql|order|passthru|popen|proc_open|processes|pwd|request|rmdir|root|scanner|script|search_text|select|selfremove|set|shell|sql|sp_executesql|spicon|ssh|system|telnet|trojan|truncate|uname|union|unzip|whoami) [NC]
    RewriteRule .* - [F]
     
    RewriteCond %{HTTP_REFERER} !^$
    RewriteCond %{REQUEST_FILENAME} -f
    RewriteCond %{REQUEST_FILENAME} \.(jpe?g?|png|gif)$ [NC]
    RewriteCond %{HTTP_REFERER} !^https?://([^.]+\.)?mysite.com\. [NC]
    RewriteRule \.(jpe?g?|png|gif)$ - [NC,F]
     
    Order Allow,Deny
    Deny from all
    <FilesMatch ""\.([Jj][Pp][Ee]?[Gg]?|[Pp][Nn][Gg]|[Gg][Ii][Ff])$"">
    Allow from all
    </FilesMatch>
     
    <FilesMatch "".*\.([^.]+)\.([^.]+)$"">
    Order Deny,Allow
    Deny from all
    </FilesMatch>
     
    <LimitExcept GET POST>
    Deny from all
    </LimitExcept>

<!-- end snippet -->

I was searching for other tutorials that fits my targets, but found none. Maybe you could help me edit the one above. Thank you!

  [1]: https://tomolivercv.wordpress.com/2011/07/24/protect-your-uploads-folder-with-htaccess/",code should be code block,,1,42453.42778,Getting error 500 because of .htaccess,<php><.htaccess>,1302,42271.37934,177,188,48,http://narasimha-geek.github.io,"Bengaluru, India","<p>Am kind of a coder who always interested to write a clean and robust code. I works for a bangalore(india) based startup. I worked on Java, ruby and JavaScript and it's frameworks.
myself am always interested to acquire latest technologies.</p>

<p>Apart from that, Am a cricket and movie buff, Loves bike riding. That's all.</p>
",,42451.39758
1472861,,"Corrections that need to be done :

- if you want an angle of `pi`, pass `180`. 
- linewidth must be a scalar. pass `.5` and not `'.5'` as linewidth parameter
- you need to change the limits of the axes, or you won't see the arc. Add something like `ax.set_xlim(1.5,3.1)` and `ax.set_ylim(2.4,3.7)`.

You may also want to opt for another strategy, something like

`ax.plot([.5],[.5],marker=r'$\circlearrowleft$',ms=100)`


",corrected want to won't,,2,42881.79112,,,2488,41625.221,277,163,5,https://www.raghavrv.com,"Paris, France","<p>Raghav R V</p>

<hr>

<p>Pythonista - Linuxaholic - Machine Learning Newbie - blah</p>

<hr>

<p>github - <a href=""http://www.github.com/raghavrv"" rel=""nofollow"">http://www.github.com/raghavrv</a><br>
LinkedIn - <a href=""http://in.linkedin.com/in/raghavrv"" rel=""nofollow"">http://in.linkedin.com/in/raghavrv</a><br>
Twitter - <a href=""https://www.twitter.com/_raghavrv"" rel=""nofollow"">https://www.twitter.com/_raghavrv</a><br></p>
",,41861.39435
3486544,,"How to handle authentication in a RESTful Client-Server architecture is a matter of debate.

Commonly, it can be achieved, in the SOA over HTTP world via:

- HTTP basic auth over HTTPS;
- Cookies and session management;
- Token in HTTP headers (e.g. *OAuth* 2.0);
- Query Authentication with additional signature parameters.

You'll have to adapt, or even better mix those techniques, to match your software architecture at best.

Each authentication scheme has its own PROs and CONs, depending on the purpose of your security policy and software architecture.

**HTTP basic auth over HTTPS**

This first solution, based on the standard HTTPS protocol, is used by most web services.

    GET /spec.html HTTP/1.1
    Host: www.example.org
    Authorization: Basic QWxhZGRpbjpvcGVuIHNlc2FtZQ==
 
It's easy to implement, available by default on all browsers, but has some known draw-backs, like the awful authentication window displayed on the Browser, which will persist (there is no LogOut-like feature here), some server-side additional CPU consumption, and the fact that the user-name and password are transmitted (over HTTPS) into the Server (it should be more secure to let the password stay only on the client side, during keyboard entry, and be stored as secure hash on the Server).

We may use [Digest Authentication](http://tools.ietf.org/html/rfc2617), but it requires also HTTPS, since it is vulnerable to [MiM](http://en.wikipedia.org/wiki/Man-in-the-middle_attack) or [Replay](http://en.wikipedia.org/wiki/Replay_attack) attacks, and is specific to HTTP.


**Session via Cookies**

To be honest, a session managed on the Server is not truly Stateless.

One possibility could be to maintain all data within the cookie content. And, by design, the cookie is handled on the Server side (Client in fact does even not try to interpret this cookie data: it just hands it back to the server on each successive request). But this cookie data is application state data, so the client should manage it, not the server, in a pure Stateless world.

    GET /spec.html HTTP/1.1
    Host: www.example.org
    Cookie: theme=light; sessionToken=abc123

The cookie technique itself is HTTP-linked, so it's not truly RESTful, which should be protocol-independent, IMHO. It is vulnerable to [MiM](http://en.wikipedia.org/wiki/Man-in-the-middle_attack) or [Replay](http://en.wikipedia.org/wiki/Replay_attack) attacks.

**Granted via Token (OAuth2)**

An alternative is to put a token within the HTTP headers, so that the request is authenticated. This is what *OAuth* 2.0 does, for instance. See [the RFC 6749](https://tools.ietf.org/html/rfc6749#section-7):

     GET /resource/1 HTTP/1.1
     Host: example.com
     Authorization: Bearer mF_9.B5f-4.1JqM

In short, this is very similar to a cookie, and suffers to the same issues: not stateless, relying on HTTP transmission details, and subject to [a lot of security weaknesses](https://tools.ietf.org/html/rfc6819) - including MiM and Replay - so is to be used only over HTTPS.

**Query Authentication**

Query Authentication consists in signing each RESTful request via some additional parameters on the URI. See [this reference article](http://broadcast.oreilly.com/2009/12/principles-for-standardized-rest-authentication.html). 

It was defined as such in this article:

> All REST queries must be authenticated by signing the query parameters
> sorted in lower-case, alphabetical order using the private credential
> as the signing token. Signing should occur before URL encoding the
> query string.

This technique is perhaps the more compatible with a Stateless architecture, and can also be implemented with a light session management (using in-memory sessions instead of DB persistence).

For instance, here is a generic URI sample from the link above:

    GET /object?apiKey=Qwerty2010

should be transmitted as such:

    GET /object?timestamp=1261496500&apiKey=Qwerty2010&signature=abcdef0123456789

The string being signed is `/object?apikey=Qwerty2010&timestamp=1261496500` and the signature is the SHA256 hash of that string using the private component of the API key.

Server-side data caching can be always available. For instance, in our framework, we cache the responses at the SQL level, not at the URI level. So adding this extra parameter doesn't break the cache mechanism.

See [this article](http://synopse.info/files/html/Synopse%20mORMot%20Framework%20SAD%201.18.html#TITL_98) for some details about RESTful authentication in our client-server ORM/SOA/MVC framework, based on JSON and REST. Since we allow communication not only over HTTP/1.1, but also named pipes or GDI messages (locally), we tried to implement a truly RESTful authentication pattern, and not rely on HTTP specificity (like header or cookies).

In practice, the upcoming [MAC Tokens Authentication for OAuth 2.0](https://tools.ietf.org/html/draft-ietf-oauth-v2-http-mac-05) may be a huge improvement in respect to the ""Granted by Token"" current scheme.

**Conclusion*****

It's worth concluding that REST is not only HTTP-based, even if, in practice, it's mostly implemented over HTTP. REST can use other communication layers. So a RESTful authentication is not just a synonym of HTTP authentication, whatever Google answers. It should even not use the HTTP mechanism at all, but shall be abstracted from the communication layer.",In a simple way authentication is a third party user data credentials using JSON Web Token,,2,42136.56361,,,1,43088.29083,1,0,0,,India,,,43097.6491
529501,,"I have a ViewScoped bean with the following method:

    public Item getItem()  
    {
         try {
              itemID = Integer.parseInt(
                 FacesContext.getCurrentInstance().getExternalContext()
                             .getRequestParameterMap().get(""itemID""));  
         } catch(NumberFormatException ex) {
              FacesContext.getCurrentInstance().addMessage(null, new FacesMessage(
                           FacesMessage.SEVERITY_ERROR, ""Item lookup error"", null));
              return null;  
         }  
         return itemsDAO.findByID(itemID);
    }

</code>

The method takes the ViewID param and look up the Object using the itemsDAO. I wanted to display a FacesMessage if the itemID is not integer by catching the <code>NumberFormatException</code> and adding the message in there. This however does not work. The <code>FacesMessage</code> in the above code snippet does not render inside the following view tag <code>h:messages globalOnly=""true"" infoClass=""info"" errorClass=""error""</code>

I'm suspecting that the FacesContext is not available by the time the method is called, but I have no idea how to go about handling this exception.

Please help. I'm sorry I couldn't format the code any better as this is my first post.",changed wording,,1,41281.2794,FacesMessage added from a ViewScoped bean not rendered,<jsf><java-ee><jsf-2>,5644,40854.09144,662,657,652,https://jules.ninja,"Toronto, ON, Canada","<p>Professionally, a Python programmer for networks and distributed systems with loads of experience building full-stack software on Linux and BSD. Unprofessionally, I've worked with C on Unix for over a half-decade and focus on writing maintainable, secure, and structured code.</p>

<p>I also dabble in Haskell (Warp/Wai especially), and have a really, really solid knowledge of modern web standards, protocols, and best practices.</p>

<p>When I'm not programming, I'm either biking or hiking.</p>
",,41280.96227
690159,,"An idea:

    int nearest = -1;
    int bestDistanceFoundYet = Integer.MAX_INTEGER;
    // We iterate on the array...
    for (int i = 0; i < array.length; i++) {
      // if we found the desired number, we return it.
      if (array[i] == desiredNumber) {
        return array[i];
      } else {
        // else, we consider the difference between the desired number and the current number in the array.
        int d = Math.abs(desiredNumber - array[i]);
        if (d < bestDistanceFoundYet) {
          // For the moment, this value is the nearest to the desired number...
          nearest = array[i];
          bestDistanceFoundYet = d;
        }
      }
    }
    return nearest;

",fixed code,,2,41995.60753,,,4181,40541.51771,348,428,36,http://www.groupbyinc.com,Canada,"<p>I know what dude I am. 
I'm the dude playin' the dude, disguised as another dude.</p>

<hr>

<p>If you were born to program, consider coming and working for us.</p>

<p>GroupBy Inc - <a href=""http://www.groupbyinc.com"" rel=""nofollow"">http://www.groupbyinc.com</a> </p>

<p>will.warren@groupbyinc.com</p>
",,41389.02427
1512492,,"One way to do desired calculation use `CASE`

    SELECT 
    TIMESTAMPDIFF(SECOND
                  ,MIN(CASE WHEN x.payment_method = 'paypal' THEN x.ts END)
                  ,MAX(CASE WHEN x.payment_method = 'paypal' THEN x.ts END) )
    /(COUNT(DISTINCT(CASE WHEN x.payment_method = 'paypal' THEN x.ts END)) -1)  AS average_minutes_between_paypal_orders ,
    TIMESTAMPDIFF(SECOND
                  ,MIN(CASE WHEN x.payment_method = 'braintree' THEN x.ts END)
                  ,MAX(CASE WHEN x.payment_method = 'braintree' THEN x.ts END) )
    /(COUNT(DISTINCT(CASE WHEN x.payment_method = 'braintree' THEN x.ts END)) -1)  AS average_minutes_between_braintree_orders 
    FROM (
    SELECT p.created_at AS ts, payment_method 
    FROM payment_tokens p 
    WHERE `status`='processed'
    ORDER BY created_at DESC LIMIT 100
    ) `x` 

 ","small fix , added the payment_method to query",,2,,,,2242,41124.52137,890,725,4,,Israel,"<p>Software Developer for 4 years now. Electrical Engineer 6 years before that.
Technology Stack:
* React Native
* Ruby
* Python
* Node.js
* PHP
* HTML
* CSS
* js</p>

<h1>SOreadytohelp</h1>
",,41889.47149
3003676,,"what is the best way to get src value from normal text without instantiation dom Object in javascript . below is the code what I had tried . please suggest what I am missing 

    <!doctype html>
    <html lang = ""en"">
        <head>
            <!-- Javascript -->
            <script>
                function validate()
                {
                    var test=document.getElementById(""iframe_url"").value;
		            alert(""==>""+test)
                }
            </script>
        </head>
        <body>
            <input type=""text"" id=""iframe_url"" name=""iframe_url"" value=""<iframe width='420' height='315' src='https://www.youtube.com/embed/XGSy3_Czz8k'></iframe>""/>
            <button id = ""opener"" onclick=""validate()"">Open Dialog</button>	 
        </body>
    </html>
",Code Format,,1,42796.31796,how to get src value from normal Text in javascript,<javascript><jquery><html>,3645,42332.15294,723,529,2913,,Philippines,"<p>A simple programmer :D</p>
",,42796.36977
3728,SurfaceView without camera : previews after on a rotate of 90 degree,"I have created an app which does a preview using the android camera api's.  
For preview i use Camera.open(). When the app has started - the orientation of screen is normal. But when i try to record a video - I closed camera preview and use only  SurfaceView with  

    recorder.setVideoSource(MediaRecorder.VideoSource.DEFAULT);

It's showing me preview from camera without class Camera.
  All of this is done because it fixes a greenish tinge bug after recording. 
Right now the preview without using `Camera` is always is in the landscape mode. 
I try to use   

    setRequestedOrientation(ActivityInfo.SCREEN_ORIENTATION_LANDSCAPE );

and 

    setRequestedOrientation(ActivityInfo.SCREEN_ORIENTATION_PORTRAIT );

but it did not fixed my problem.
So, can any one tell me how to rotate my preview (without camera) in a portrait mode ?

I can't fix it 2-3 days :(

Regards, Peter
p.s. sorry for my bad english, hope u understand me.
",fixed the engrish and other stuff ,,1,40583.57241,SurfaceView without camera : preview after start rotated on 90 degree,<java><android><camera>,29897,39864.29905,5837,891,524,https://twitter.com/xRenOx,Probably crowd surfing on unicorns,"<p>Don't ask.</p>
",,40583.57845
2149024,,"There are a lot of different ways to do this, depending on  how you want it to look / the app you're trying to build. One approach I like is to present the navigation stack on top of the login view, or a main view controller which loads the login view / other views as needed.  Then when you log out you can just dismiss the view controller.

The accepted answer was to use dismissViewControllerAnimated(false, completion: nil)

",Added reason for accepted answer,,2,,,,1179,42129.64543,31,9,0,,,,,42300.51784
123575,,"I am using git, trying to sync to the first commits of each month for the last year.  I want to be able to go back month by month, on the first day of the month, ON THE FIRST SECOND OF THE MONTH. or at least from some constant ""seconds"" value.  So far I have this:

`$(git rev-list --before=""$(date -d ""$(date +%Y-%m-01) -$i months"" +%Y-%m)-01"" -n 01 HEAD)`

This obviously does not include a constant seconds value. As it stands, running this script and then running it again an hour later returns two different sha1's because it is going back x months FROM THE EXACT TIME at which I run the script.  I want the returned sha1's to be the same no matter when I run this script.  Does that make sense?  Any ideas? 
&nbsp;
","added ""="" to correct syntax error - the command wont work anyway otherwise (add nbsp to hit 6 char lim)",,1,,"How to go back in time with cygwin date, returning dates with static second values",<git><date><cygwin><sync><seconds>,8820,40449.49231,272,650,39,http://xkcd.com,"Graz, Austria",,,40837.52808
305154,Is there an equivalent to Thread.Sleep() in Access VBA?,,moved tags into question to make it organic,,1,41105.38296,Is there an equivalent to Thread.Sleep() in VBA,<vba><access-vba><sleep>,7186,40101.79911,2017,1096,196,http://www.jpsoftwaretech.com/,"New York, NY","<p>Specialize in Microsoft Office Automation using VBA/VB6 (mostly Excel and Outlook)</p>

<p>Author of <a href=""http://www.randomdatagenerator.net/"" rel=""nofollow"">Random Data Generator</a> and <a href=""http://www.shiptrackaddin.com/"" rel=""nofollow"">ShipTrack</a> AddIns for Microsoft Excel 2003-2013.</p>

<ul>
<li>MrExcel: <a href=""http://www.mrexcel.com/forum/member.php?u=104949"" rel=""nofollow"">MrExcel</a></li>
<li>Google: <a href=""https://profiles.google.com/jp2112jp/"" rel=""nofollow"">Google</a></li>
<li>WWW: <a href=""http://www.jpsoftwaretech.com/"" rel=""nofollow"">WWW</a></li>
<li>Twitter: <a href=""http://twitter.com/jp_2112"" rel=""nofollow"">Twitter</a></li>
<li>VBAX: <a href=""http://www.vbaexpress.com/forum/member.php?u=18946"" rel=""nofollow"">VBAX</a></li>
</ul>

<p>I tend to gravitate towards the Outlook VBA programming side because, quite frankly, the Excel VBA ""Experts"" market is saturated. Throw a rock out your window and hit an Excel programmer.</p>
",,41092.9528
2719748,,"You need to surround the entire XPath in parentheses and add the `[1]` after it.

    (//div[@id='tree']//a[contains(.,'#{peril}')])[1]

You can also try
first(:xpath,""//div[@id='tree']//a[contains(.,'#{peril}')]"")",Same will work for CSS also,,2,,,,1,42627.2975,1,0,0,,,,,42627.32515
3633738,,"I have a vector `s` and in a `'for loop'` I need to print the first two values `(1,2)` then, `(2,3)` then `(3,4)` and so on. 
   
    s <- c(1, 2, 3, 4 ,5)

All I can think of is 

    for (i in s) {
      print(i)
    }

It only print out one element at a time, can someone help with this small code-let.

",code formatting ,,1,43186.05933,subset vector and print two elements in a for loop,<r><vector><subset>,675,42847.56218,228,737,22,,Australia,"<p>I am interesting in copula models and learning R programming + C language.</p>
",,43186.15064
486838,,"I'm trying to show either an image or static map image depends on  existence of the image. 
I want to pass my image path to java script function since the path is dynamic in my program. So, if the image does not exist in given path, show the static google map image.  
I am using that code to do that, but seems to be not working. Can you help me?

      function initialize() {
        var img = document.getElementById(""super"");
        var mdata = $('#image_div');
        var mpath = mdata .data('path');
        img.src =mpath ;
          
        img.onerror = function( ) {
        document.getElementById(""super"").style.display = ""block"";
        alert(""failed to load"");
    }
    img.onload = function( ) {
        alert(""do nothing"");
    }
            
Here is the fiddle:
http://jsfiddle.net/H2gwu/2/
[http://jsfiddle.net/H2gwu/3/][1]
 


  [1]: http://jsfiddle.net/H2gwu/3/",url formatting,,1,,javascript check existence of an image,<javascript><html>,4985,40756.64693,761,1271,138,https://instagram.com/ddeisadze/,"Cambridge, MA, USA","<p>Fitness Model: <a href=""https://instagram.com/ddeisadze/"" rel=""nofollow"">https://instagram.com/ddeisadze/</a></p>

<pre><code>C,C++,Python,HTML,CSS,PHP: Advanced

Javascript,.Net,C#,Java,Matlab: Intermediate

Perl,objective-c,haskell,R: Mediocre/beginner
</code></pre>

<p>I prefer answering interpreter languages, because they can be setup and run on the fly. 
<br></p>

<p><a href=""http://www.linkedin.com/in/daviddeisadze"" rel=""nofollow""><img src=""http://www.linkedin.com/img/webpromo/btn_viewmy_160x25.png"" alt=""View David Deisadze's profile on LinkedIn""></a></p>

<p>Started to upload stuff to github, <a href=""https://github.com/ddeisadz"" rel=""nofollow"">check it out here</a> if interested.</p>

<p><b><a href=""http://area51.stackexchange.com/proposals/50195/embedded-programming-and-design?referrer=FHsS-ee5T--FRGSmvGLajg2"">Also, join the Embedded Design commitment.</a></b></p>
",,41244.76752
964637,OneToMany and ManyToOne Report generate through hibernate,,Fixed title typo,,1,41577.24973,OneToMany and ManyToOne Report generate through hibernate,<hibernate><annotations><reporting><using>,2445,41162.6219,243,328,48,http://au.linkedin.com/in/samomalley,"Adelaide, Australia","<p>I am a Software Engineer from South Australia. I work as a defence contractor supporting the Jindalee Operational Radar Network (JORN).</p>

<p>My passion is for finding simple and elegant solutions to complex problems. I enjoy constantly learning new things, especially related to data structures and algorithms.</p>

<p>I am currently trying to learn how CPython works under the covers with the aim that I can eventually contribute to the codebase.</p>

<hr>

<p><strong>GitHub:</strong> <a href=""http://github.com/omalsa04"" rel=""nofollow"">http://github.com/omalsa04</a></p>

<p><strong>Careers 2.0:</strong> <a href=""http://careers.stackoverflow.com/samuelomalley"">http://careers.stackoverflow.com/samuelomalley</a></p>

<p><strong>LinkedIn:</strong> <a href=""http://au.linkedin.com/in/samomalley"" rel=""nofollow"">http://au.linkedin.com/in/samomalley</a></p>
",,41577.24973
2217391,,"http://stackoverflow.com/questions/34047828/using-nested-loops?noredirect=1#comment55852829_34047828

I'm still trying to achieve the same thing stated in the question above. Basically my code now looks like this:

    for(int ac = 0; ac < gravityObject.length; ac++) {
	  gravField[ac].setVector(0,0);
	  System.out.println(ac);
	  for(int ad = 0; ad < gravityObject.length; ad++) {
        System.out.println(ad);
		if(ac != ad) {
          gravField[ac].increaseBy(gravityObject[ac].aDueToGravity(planetMass[ad],
                                                                   position[ad],
                                                                   position[ac]));

        } else {
          //do nothing
        }
          
        gravField[ac].print();
      }
    }

It gives me the correct values for gravField[ac], but only if I reset gravField[ac] to zero. So comment out the gravField[ac].setVector(0,0) and it doesn't work. It starts adding gravField[0] to gravField[1]. 

Say gravField has length 2. Then the intermediate values printed by gravField[ac].print() are correct, but they don't actually get stored! Instead at the end, it just sets gravField[0], gravField[1] and gravField[2] all equal to gravField[2], which is the only value not to get reset.

This is very annoying, and I don't understand why it's happening! ",code format,,1,42878.52102,Follow-up: nested loops and arrays,<java><arrays><loops>,1680,41564.88174,99,216,31,,,,,42341.97889
3332907,,"I suggest try to get field from date picker and put condition if field is year then set visibility View.GONE

 1. Set date picker in XML

        <datepicker>
          android:id=""@+id/myDatePicker""
          android:layout_width=""wrap_content""
          android:layout_height=""wrap_content""/>

       

 2. Hide year by code

        val picker = findViewById<DatePicker>(R.id.myDatePicker)
        try {
        var field: Field = picker.getClass().getDeclaredFields()
        for(f in field) {
        if (f.getName().equals(""mYearPicker"")) {
        f.setAccessible(true)
        var yearPicker = f.get(picker)
        yearPicker.setVisibility = View.GONE
        
             }
    
        } catch (e: Exception) {
    
        }
Or you can do don’t set year 

        newDate.set(monthOfYear, dayOfMonth)



",improved formatting,,2,43010.74609,,,1779,42669.34228,301,280,35,,"Delhi, India","<p>I am an Android Developer and also have some basic knowledge of NodeJs, Jquery and Php. I am forwarding to become a Full Stack Developer. I love and enjoy coding and learning Different Platforms and languages</p>

<p>My Hobbies are listening music and coding</p>
",,43009.11359
2547293,,"If you want to use Vim's shipped filetypes, you can:

`:set ft=scss`

Afterwards `gg=G` should deliver the expected results.

EDIT: If it's working for all your use cases, you could also automate this via (I'm assuming the less file extension here):

`autocmd BufNewFile,BufRead *.less set filetype=scss`

EDIT: autoread -> autocmd",shouldn't that be autocmd instead of autoread,,2,,,,103,40458.50593,19,74,0,,,"<p>Merge keep</p>
",,42527.61475
